,index,x,y,time,demand,energy,grid_id
0,55511,2301.94604773098,6808.553840000339,19.940833333333334,1.5333333333333334,25.95,22
1,7229,6000.394791233802,1045.072160000143,17.9325,2.45,15.29,3
2,22044,11009.87448922084,6582.796880000027,17.1,3.2333333333333334,22.31,51
3,8724,2829.9502951534037,7120.583800000351,16.973611111111108,2.216666666666667,12.6,81
4,30471,10517.27577442441,7282.665720000069,8.90638888888889,3.1666666666666665,18.81,74
5,35045,6264.50687001528,5012.739600000459,10.196666666666667,5.066666666666666,18.2,19
6,14192,4301.442348847379,4192.867800000451,9.651388888888889,1.4,8.5,32
7,62011,3477.658962406566,7197.2832800004935,14.836388888888889,3.25,9.99,48
8,61429,7273.894415066856,8416.905200000514,12.796666666666667,0.6666666666666666,13.44,77
9,11537,5333.0408180929135,4689.243680000129,14.835555555555556,3.3333333333333335,20.45,30
10,593,3345.7715207902206,1497.69928000033,20.21472222222222,1.4166666666666667,9.09,46
11,21959,6633.442782451325,4011.972799999983,14.283888888888889,0.016666666666666666,0.1,24
12,21960,3112.6814325001023,7869.099480000174,14.337222222222223,2.283333333333333,15.9,47
13,42648,9752.281698886396,3611.8887200000217,14.499444444444444,4.0,16.84,59
14,36997,5333.0408180929135,4689.243680000129,17.92638888888889,10.483333333333333,23.0,30
15,49398,6000.394791233802,1045.072160000143,16.20138888888889,0.4166666666666667,0.88,3
16,61439,9011.829595031966,5605.85256000031,7.592777777777777,0.5333333333333333,9.36,15
17,20962,5733.057363724462,6192.508960000644,7.137777777777778,3.3666666666666667,23.25,53
18,36950,6264.50687001528,5012.739600000459,8.103055555555555,3.45,23.1,19
19,3000,9153.686296352518,4892.736640000493,17.4625,1.0166666666666666,4.9,36
20,46060,9835.334428628103,2070.885959999868,1.363888888888889,0.7666666666666667,4.4,85
21,72444,6938.164933851449,2281.948680000104,21.496111111111112,4.583333333333333,22.6,87
22,43879,8559.489096629317,8238.904520000648,17.584722222222222,8.266666666666667,52.54,73
23,22458,8427.044549323651,7761.2860600002805,14.586388888888889,0.7,4.8,70
24,66977,11491.770910511277,5428.631120000059,9.848611111111111,3.316666666666667,11.48,75
25,30856,2557.8481479325096,6285.68380000032,19.352500000000003,6.483333333333333,43.71,33
26,72556,1388.659234092802,4918.562880000149,21.47833333333333,6.833333333333333,44.07,84
27,37993,11009.87448922084,6582.796880000027,14.7725,1.8,9.58,51
28,954,3703.946497016162,2193.560600000207,16.465833333333332,3.566666666666667,22.23,64
29,3363,3703.946497016162,2193.560600000207,16.630555555555556,2.3666666666666667,13.22,64
30,53110,10517.27577442441,7282.665720000069,13.877777777777778,0.36666666666666664,5.44,74
31,18746,3538.2808578137815,6052.4684000006455,17.56833333333333,0.7666666666666667,1.34,34
32,41048,7263.558638461773,4527.050439999902,18.701666666666664,5.983333333333333,36.37,0
33,15122,5596.412532734601,4132.810660000214,15.594722222222222,8.333333333333334,56.88,27
34,68116,6000.394791233802,1045.072160000143,16.720277777777778,1.6833333333333333,8.02,3
35,49088,6938.164933851449,2281.948680000104,18.55611111111111,0.7166666666666667,2.44,87
36,45061,3345.7715207902206,1497.69928000033,14.351111111111111,0.0,0.01,46
37,15182,3821.01199516048,3886.292520000114,11.786666666666667,2.1666666666666665,15.06,28
38,56731,235.52376051205067,3523.611960000635,9.797777777777778,1.55,38.27,68
39,65347,8427.044549323651,7761.2860600002805,16.55388888888889,0.1,0.53,70
40,67054,8427.044549323651,7761.2860600002805,14.071111111111112,0.6666666666666666,17.7,70
41,65346,11452.795503270596,3369.1331960003886,16.273333333333333,0.25,1.3,8
42,4620,4747.713327371259,7538.36775999992,21.380833333333335,3.4833333333333334,23.3,12
43,34837,10469.335363787975,2777.1000400005,9.69,1.7,11.7,88
44,52760,4028.1673475436355,3665.8789200005485,12.139166666666666,5.483333333333333,40.37,31
45,49336,5733.057363724462,6192.508960000644,14.381388888888889,1.65,5.7,53
46,71857,3618.987879389821,4736.888640000066,20.90972222222222,3.25,9.92,29
47,592,2829.9502951534037,7120.583800000351,11.558333333333334,0.9166666666666666,6.0,81
48,67129,235.52376051205067,3523.611960000635,11.088611111111112,4.2,24.54,68
49,16216,10469.335363787975,2777.1000400005,16.75638888888889,2.7666666666666666,17.8,88
50,25371,5231.442333166143,4010.303000000244,15.6075,3.566666666666667,9.74,56
51,7646,5596.412532734601,4132.810660000214,18.022777777777776,0.15,1.0,27
