,index,x,y,time,demand,energy,grid_id
0,26482,2557.8481479325096,6285.68380000032,20.8075,9.0,53.2,33
1,32849,8102.955644880511,5576.798040000105,9.909444444444444,0.85,5.91,78
2,25494,8427.044549323651,7761.2860600002805,7.486111111111112,3.5166666666666666,21.9,70
3,45024,7263.558638461773,4527.050439999902,9.006944444444445,0.55,12.75,0
4,49331,10055.611086063107,6947.369880000265,12.397777777777778,1.1,6.83,10
5,49324,10055.611086063107,6947.369880000265,18.348055555555554,1.25,4.21,10
6,22703,10055.611086063107,6947.369880000265,18.71611111111111,4.1,26.27,10
7,65606,4301.442348847379,4192.867800000451,11.9,0.6666666666666666,15.39,32
8,789,10055.611086063107,6947.369880000265,14.2925,2.3,14.86,10
9,23085,8345.663136649971,7102.10468000034,7.726944444444444,3.6,24.6,57
10,49222,361.5322710381025,2455.1626000001907,23.549722222222226,4.833333333333333,12.89,67
11,35113,4432.1422757047985,5621.771320000459,8.890555555555554,4.95,25.0,41
12,32796,11491.770910511277,5428.631120000059,11.309722222222224,1.45,9.91,75
13,48503,4306.6468888399995,7365.821760000519,6.852777777777778,1.3666666666666667,9.7,69
14,42997,5231.442333166143,4010.303000000244,17.938333333333333,0.4,12.31,56
15,24031,1824.0813123503447,3474.7424800006265,13.755,1.6,10.96,65
16,43487,4747.713327371259,7538.36775999992,15.16638888888889,0.43333333333333335,11.13,12
17,63947,11491.770910511277,5428.631120000059,10.899444444444445,0.7333333333333333,30.2,75
18,45217,6150.886630739291,8319.054919999986,15.935833333333333,0.6333333333333333,23.96,7
19,25762,7837.597408635994,3893.9736000004955,14.23361111111111,1.2333333333333334,8.51,89
20,44645,4768.531487341835,1830.991360000447,6.833611111111111,4.15,26.14,40
21,70123,10469.335363787975,2777.1000400005,10.622777777777777,1.2166666666666666,6.06,88
22,50155,3821.01199516048,3886.292520000114,14.142222222222221,2.183333333333333,14.52,28
23,21529,10907.68957725266,4685.90407999986,10.151944444444444,1.4333333333333333,10.1,82
24,2338,10055.611086063107,6947.369880000265,18.605,7.1,49.6,10
25,47830,9361.20816563655,7546.828079999916,17.080833333333334,0.0,0.09,50
26,45270,10756.24479380482,3616.2302000001346,19.87611111111111,0.8166666666666667,20.22,37
27,25652,5917.6352750127835,7529.684800000486,23.153333333333332,4.183333333333334,30.0,4
28,45902,7263.558638461773,4527.050439999902,14.911666666666667,0.7166666666666667,30.03,0
29,33096,9752.281698886396,3611.8887200000217,18.0625,3.1,22.31,59
30,63326,2557.8481479325096,6285.68380000032,14.079444444444444,2.7,9.5,33
31,27934,10029.368475959378,6990.896000000318,21.09638888888889,7.5,52.5,90
32,64079,5231.442333166143,4010.303000000244,8.409444444444444,3.0833333333333335,10.9,56
33,22264,9760.271767325781,8173.114400000647,22.891111111111112,2.45,14.62,80
34,64122,1211.7048743429884,5410.374640000276,8.772777777777778,2.6,9.0,66
35,8406,4301.442348847379,4192.867800000451,19.05666666666667,4.716666666666667,32.8,32
36,69999,8102.955644880511,5576.798040000105,12.845,0.6666666666666666,10.36,78
37,26910,6279.167546050886,8695.20520000026,9.824166666666667,2.683333333333333,18.27,17
38,38001,10907.68957725266,4685.90407999986,18.93305555555556,2.683333333333333,18.14,82
39,44880,6496.585371658937,651.2220000002619,18.22611111111111,3.75,18.7,63
40,35077,4432.1422757047985,5621.771320000459,19.195,1.1666666666666667,7.9,41
41,47909,3703.946497016162,2193.560600000207,18.70777777777778,0.6666666666666666,13.28,64
42,37236,1388.659234092802,4918.562880000149,17.299444444444447,1.6,10.63,84
43,26406,235.52376051205067,3523.611960000635,12.665555555555557,7.066666666666666,42.8,68
44,47191,5196.843137722122,1765.5352000003938,16.56222222222222,3.216666666666667,11.3,42
45,24998,6339.52554928947,4169.913616000347,18.75583333333333,2.4833333333333334,15.79,26
46,38002,10469.335363787975,2777.1000400005,23.08972222222222,4.633333333333334,28.99,88
47,8600,2340.650232464991,2968.1251599999127,22.79888888888889,7.216666666666667,42.6,83
48,69479,2557.8481479325096,6285.68380000032,14.999444444444444,0.8833333333333333,6.0,33
49,48757,4148.23828427525,5180.832800000027,14.499444444444444,0.5166666666666667,18.43,44
50,63596,4306.6468888399995,7365.821760000519,18.75111111111111,2.8333333333333335,19.62,69
51,2829,2557.8481479325096,6285.68380000032,9.679722222222221,3.5166666666666666,24.3,33
52,24790,5596.412532734601,4132.810660000214,15.223055555555556,0.5,3.48,27
53,69301,6599.649924189245,3419.1938000000796,21.194166666666668,0.6666666666666666,14.41,23
54,627,6279.167546050886,8695.20520000026,19.984166666666667,2.4833333333333334,15.15,17
55,49714,5917.6352750127835,7529.684800000486,17.25111111111111,0.48333333333333334,1.67,4
56,34697,2340.650232464991,2968.1251599999127,18.030555555555555,1.0166666666666666,7.03,83
57,27725,10517.27577442441,7282.665720000069,10.575555555555555,0.35,2.32,74
58,46956,2966.514492425104,5956.844520000034,9.456388888888888,3.4166666666666665,22.3,86
59,65607,9153.686296352518,4892.736640000493,12.588055555555556,0.5166666666666667,5.94,36
60,7001,7837.597408635994,3893.9736000004955,19.291666666666668,2.316666666666667,15.2,89
61,8952,4301.442348847379,4192.867800000451,11.344722222222222,9.95,57.8,32
62,50263,6339.52554928947,4169.913616000347,17.91444444444444,0.6333333333333333,3.35,26
63,47829,11491.770910511277,5428.631120000059,17.035555555555558,0.0,0.1,75
64,34505,8427.044549323651,7761.2860600002805,9.040555555555555,3.25,22.3,70
65,49615,3112.6814325001023,7869.099480000174,10.362777777777778,0.7,4.32,47
66,65446,1824.0813123503447,3474.7424800006265,13.739722222222222,2.1666666666666665,7.85,65
67,22263,6633.442782451325,4011.972799999983,16.72694444444444,3.2,22.3,24
68,27029,4148.23828427525,5180.832800000027,14.4575,0.016666666666666666,0.1,44
69,35451,10756.24479380482,3616.2302000001346,18.484722222222224,5.566666666666666,37.7,37
70,72260,9361.20816563655,7546.828079999916,8.145277777777777,2.216666666666667,13.3,50
71,23867,6339.52554928947,4169.913616000347,12.022777777777778,0.016666666666666666,2.71,26
72,72153,6938.164933851449,2281.948680000104,9.130555555555556,9.9,65.32,87
73,3243,10469.335363787975,2777.1000400005,18.224166666666665,1.95,6.74,88
74,49784,361.5322710381025,2455.1626000001907,17.95861111111111,1.5333333333333334,5.2,67
75,50082,6599.649924189245,3419.1938000000796,10.758888888888889,0.4,1.91,23
76,24110,8427.044549323651,7761.2860600002805,12.748333333333333,0.2,1.35,70
77,26042,235.52376051205067,3523.611960000635,10.313611111111111,1.8666666666666667,13.34,68
78,35076,2557.8481479325096,6285.68380000032,17.24638888888889,1.1333333333333333,7.6,33
79,27005,5285.320317597013,8471.674639999865,12.262777777777778,1.4666666666666666,10.2,72
80,45903,4148.23828427525,5180.832800000027,15.635555555555555,0.15,7.06,44
81,22416,7263.558638461773,4527.050439999902,15.430277777777777,0.36666666666666664,1.8,0
82,65124,8427.044549323651,7761.2860600002805,14.3375,0.6666666666666666,22.0,70
83,36788,1388.659234092802,4918.562880000149,20.922777777777778,2.783333333333333,19.0,84
84,67966,3477.658962406566,7197.2832800004935,18.34583333333333,4.833333333333333,33.7,48
