,index,x,y,time,demand,energy,grid_id
0,14528,11452.795503270596,3369.1331960003886,12.226666666666667,1.2166666666666666,8.84,8
1,2742,2058.358915399357,5122.501120000179,15.117777777777778,1.3,3.31,2
2,48864,2339.257468241609,2305.3258800004055,15.922222222222222,0.16666666666666666,3.36,45
3,41893,6938.164933851449,2281.948680000104,18.378611111111113,3.7666666666666666,25.82,87
4,61939,5049.943163845339,2916.3613600000926,14.1625,2.5,12.5,43
5,64613,6220.891358809337,3700.2767999999187,13.035555555555556,3.5,11.57,55
6,44738,7560.921130491989,1228.8280840000323,18.942222222222224,8.016666666666667,52.84,13
7,6733,11009.87448922084,6582.796880000027,18.220277777777778,2.9166666666666665,19.4,51
8,49203,1211.7048743429884,5410.374640000276,13.408055555555556,4.666666666666667,14.07,66
9,10736,3618.987879389821,4736.888640000066,21.36138888888889,3.75,8.35,29
10,30863,1824.0813123503447,3474.7424800006265,21.591666666666665,3.4,12.26,65
11,69545,6496.585371658937,651.2220000002619,16.954722222222223,3.8,27.3,63
12,19721,3703.946497016162,2193.560600000207,15.904444444444445,2.183333333333333,14.87,64
13,67276,7626.703583863757,5534.719080000354,19.80611111111111,3.0166666666666666,11.15,20
14,37460,5231.442333166143,4010.303000000244,16.427222222222223,0.08333333333333333,0.5,56
15,24946,3618.987879389821,4736.888640000066,20.23888888888889,0.9166666666666666,5.95,29
16,34712,5333.0408180929135,4689.243680000129,19.567777777777778,2.7333333333333334,18.2,30
17,54532,6220.891358809337,3700.2767999999187,12.096666666666668,0.75,5.2,55
18,5304,8559.489096629317,8238.904520000648,16.236944444444447,3.3333333333333335,22.4,73
19,20438,2058.358915399357,5122.501120000179,8.844166666666668,2.216666666666667,14.74,2
20,57887,8102.955644880511,5576.798040000105,10.890277777777778,1.55,5.65,78
21,28808,10029.368475959378,6990.896000000318,11.40388888888889,6.6,43.33,90
22,22953,10462.151632530533,5481.396800000513,20.416666666666668,7.3,50.0,1
23,28569,977.7937881948847,3535.634520000338,1.083611111111111,1.8,12.48,9
24,69284,6496.585371658937,651.2220000002619,15.444444444444445,0.6166666666666667,16.15,63
