,index,x,y,time,demand,energy,grid_id
0,24780,3345.7715207902206,1497.69928000033,20.326944444444443,2.65,18.18,46
1,6515,6599.649924189245,3419.1938000000796,17.725555555555555,3.6666666666666665,22.41,23
2,62410,3112.6814325001023,7869.099480000174,8.697777777777778,0.7166666666666667,49.38,47
3,53479,6150.886630739291,8319.054919999986,19.08861111111111,1.3,6.76,7
4,5696,7141.215296944614,3313.9963999999095,19.163888888888888,3.283333333333333,22.3,25
5,53770,8787.418626954915,3483.759400000008,14.074444444444444,0.2833333333333333,0.97,6
6,18276,3345.7715207902206,1497.69928000033,20.683611111111112,6.4,41.6,46
7,38363,11013.686264990076,2124.430879999937,10.317499999999999,8.7,58.25,61
8,31939,9752.281698886396,3611.8887200000217,14.727222222222222,1.3,8.91,59
9,71405,6638.354108923257,4347.825239999964,10.071388888888889,1.8333333333333333,12.12,21
10,36516,5049.943163845339,2916.3613600000926,10.627777777777778,0.35,2.7,43
11,10540,1824.0813123503447,3474.7424800006265,15.196111111111112,4.0,22.11,65
12,4380,9011.829595031966,5605.85256000031,12.15638888888889,0.35,2.2,15
13,61740,6482.657729425116,5600.620520000073,11.506944444444445,1.3666666666666667,18.03,18
14,19624,9153.686296352518,4892.736640000493,17.001666666666665,6.316666666666666,45.45,36
15,36524,8427.044549323651,7761.2860600002805,23.952222222222222,2.4,16.6,70
16,45616,7918.597643732722,1991.8487600000917,19.149166666666666,0.6666666666666666,19.5,39
17,19139,3345.7715207902206,1497.69928000033,18.56638888888889,1.9666666666666666,13.5,46
18,46399,2341.163356126244,7601.1522400003905,19.09583333333333,3.216666666666667,22.3,49
19,45469,10517.27577442441,7282.665720000069,19.31972222222222,17.333333333333332,89.92,74
20,53401,6264.50687001528,5012.739600000459,16.611111111111114,1.3833333333333333,65.51,19
21,45580,6150.886630739291,8319.054919999986,10.094444444444445,0.23333333333333334,3.66,7
22,68361,5596.412532734601,4132.810660000214,8.41388888888889,0.5166666666666667,20.96,27
23,10365,9752.281698886396,3611.8887200000217,19.38888888888889,2.933333333333333,10.53,59
24,59059,2829.9502951534037,7120.583800000351,12.091666666666667,0.3333333333333333,3.12,81
25,61688,7560.921130491989,1228.8280840000323,20.78777777777778,1.3333333333333333,35.82,13
26,72565,6638.354108923257,4347.825239999964,21.175833333333333,7.8,48.13,21
27,36523,10469.335363787975,2777.1000400005,20.586388888888887,2.0,13.8,88
28,52604,5285.320317597013,8471.674639999865,12.431666666666667,3.0833333333333335,20.76,72
29,66755,6638.354108923257,4347.825239999964,17.493333333333336,0.5833333333333334,13.04,21
30,10070,4306.6468888399995,7365.821760000519,11.462499999999999,1.9166666666666667,12.0,69
31,232,6395.280100252887,5653.7201600004755,8.464166666666666,0.15,0.95,54
32,42083,8559.489096629317,8238.904520000648,23.010277777777777,1.55,8.01,73
33,7164,7273.894415066856,8416.905200000514,11.715833333333332,0.0,0.1,77
34,58755,7918.597643732722,1991.8487600000917,15.0,0.5166666666666667,12.89,39
35,28862,7626.703583863757,5534.719080000354,18.898611111111112,8.733333333333333,58.06,20
36,61954,6938.164933851449,2281.948680000104,15.082777777777778,1.2666666666666666,6.3,87
37,52208,6633.442782451325,4011.972799999983,8.230555555555556,4.283333333333333,27.54,24
38,61985,7335.029434135357,7113.01404000048,16.481666666666666,1.45,9.8,11
39,70376,11452.795503270596,3369.1331960003886,9.2925,0.6666666666666666,13.08,8
40,59762,2557.8481479325096,6285.68380000032,12.379444444444445,0.3,8.28,33
41,52247,6150.886630739291,8319.054919999986,18.592499999999998,1.9,12.14,7
42,59564,5333.0408180929135,4689.243680000129,12.824166666666667,0.6666666666666666,21.95,30
43,9953,10469.335363787975,2777.1000400005,8.881111111111112,1.7666666666666666,10.0,88
44,2320,361.5322710381025,2455.1626000001907,18.600833333333334,2.7333333333333334,7.6,67
45,70528,361.5322710381025,2455.1626000001907,13.661388888888888,0.6,13.69,67
46,17715,5196.843137722122,1765.5352000003938,15.166666666666666,0.2833333333333333,2.01,42
47,10637,9011.829595031966,5605.85256000031,20.339444444444442,3.15,17.57,15
48,12461,2339.257468241609,2305.3258800004055,17.65222222222222,2.9,9.0,45
49,62032,7837.597408635994,3893.9736000004955,11.40638888888889,1.3833333333333333,9.57,89
50,62206,8268.474677322514,903.9184000005827,14.375555555555556,2.35,8.6,79
51,62031,6220.891358809337,3700.2767999999187,11.280555555555557,0.03333333333333333,0.21,55
52,36591,1824.0813123503447,3474.7424800006265,9.20861111111111,0.9833333333333333,6.7,65
53,58754,9011.829595031966,5605.85256000031,13.563333333333334,0.6666666666666666,29.05,15
54,38419,4301.442348847379,4192.867800000451,12.831944444444444,0.9666666666666667,3.36,32
55,28660,7837.597408635994,3893.9736000004955,8.556666666666667,1.5166666666666666,9.6,89
56,33286,1388.659234092802,4918.562880000149,13.288611111111111,0.016666666666666666,0.1,84
57,61602,7263.558638461773,4527.050439999902,8.24472222222222,1.1,30.95,0
58,45841,6638.354108923257,4347.825239999964,19.34638888888889,0.7166666666666667,25.68,21
59,35020,5231.442333166143,4010.303000000244,22.060555555555556,4.133333333333334,23.6,56
60,52434,6264.50687001528,5012.739600000459,18.414166666666667,4.166666666666667,27.46,19
61,42249,7837.597408635994,3893.9736000004955,11.425277777777778,0.05,0.16,89
62,25800,6496.585371658937,651.2220000002619,8.127222222222223,3.8,23.13,63
63,31932,10517.27577442441,7282.665720000069,12.997777777777777,0.43333333333333335,2.99,74
64,46193,6264.50687001528,5012.739600000459,22.66361111111111,3.5166666666666666,24.0,19
65,52946,5333.0408180929135,4689.243680000129,15.277500000000002,0.0,0.03,30
66,4536,3998.112961670638,6774.267279999897,19.123333333333335,1.2833333333333334,8.4,35
67,71386,8345.663136649971,7102.10468000034,8.291666666666666,3.75,8.77,57
68,41517,4301.442348847379,4192.867800000451,1.7311111111111113,7.15,46.39,32
69,54089,8102.955644880511,5576.798040000105,18.46472222222222,3.0,10.0,78
70,32012,4768.531487341835,1830.991360000447,18.74888888888889,8.35,57.9,40
71,28861,8345.663136649971,7102.10468000034,18.898611111111112,8.733333333333333,58.06,57
72,31250,6938.164933851449,2281.948680000104,15.367222222222223,3.183333333333333,20.76,87
73,41642,4028.1673475436355,3665.8789200005485,16.2375,9.0,60.32,31
74,34885,2341.163356126244,7601.1522400003905,15.648333333333333,3.6333333333333333,25.0,49
75,53697,4028.1673475436355,3665.8789200005485,10.131944444444445,3.6166666666666667,12.5,31
76,37318,9361.20816563655,7546.828079999916,11.709722222222222,1.1166666666666667,7.4,50
77,52743,9760.271767325781,8173.114400000647,17.18777777777778,2.566666666666667,15.71,80
78,67006,11452.795503270596,3369.1331960003886,17.650555555555552,1.15,27.53,8
79,24981,5049.943163845339,2916.3613600000926,9.61,3.316666666666667,17.84,43
80,68231,6638.354108923257,4347.825239999964,17.724444444444444,6.866666666666666,40.9,21
81,13386,3998.112961670638,6774.267279999897,19.931944444444447,2.15,14.61,35
82,70526,8787.418626954915,3483.759400000008,19.34,0.36666666666666664,8.31,6
83,45997,9760.271767325781,8173.114400000647,9.951944444444443,2.8,7.39,80
84,31142,8102.955644880511,5576.798040000105,9.679166666666665,3.1666666666666665,20.76,78
85,45983,6339.52554928947,4169.913616000347,18.87138888888889,9.0,12.88,26
86,71662,9011.829595031966,5605.85256000031,18.660277777777775,0.16666666666666666,6.72,15
87,44771,5049.943163845339,2916.3613600000926,17.247777777777777,2.8,17.75,43
88,27504,6477.526492812652,1280.6252800002426,23.939722222222223,8.033333333333333,55.3,62
89,66631,3538.2808578137815,6052.4684000006455,9.025,0.4,6.84,34
90,14593,4028.1673475436355,3665.8789200005485,11.193333333333333,4.0,28.32,31
91,47880,2301.94604773098,6808.553840000339,20.68111111111111,0.3333333333333333,16.58,22
92,64067,8787.418626954915,3483.759400000008,15.3025,3.3333333333333335,11.8,6
93,43866,10907.68957725266,4685.90407999986,22.395833333333332,8.7,55.89,82
94,27946,5285.320317597013,8471.674639999865,19.75,3.1,22.3,72
95,36342,5733.057363724462,6192.508960000644,19.691388888888888,3.25,22.4,53
96,23316,10517.27577442441,7282.665720000069,22.361666666666668,4.9,29.62,74
97,3012,5196.843137722122,1765.5352000003938,14.803611111111111,1.2666666666666666,4.8,42
98,69875,5196.843137722122,1765.5352000003938,16.294444444444448,0.65,18.06,42
99,21349,1388.659234092802,4918.562880000149,9.835833333333333,3.1666666666666665,19.0,84
100,1670,7560.921130491989,1228.8280840000323,22.964166666666667,2.85,18.18,13
101,1669,3618.987879389821,4736.888640000066,19.5075,2.8666666666666667,18.18,29
102,48018,5596.412532734601,4132.810660000214,12.0625,0.6666666666666666,19.72,27
103,374,1388.659234092802,4918.562880000149,19.318055555555556,0.1,15.13,84
104,71098,2557.8481479325096,6285.68380000032,11.390555555555554,0.5,25.75,33
105,27143,3345.7715207902206,1497.69928000033,8.444722222222222,0.5833333333333334,4.16,46
106,4929,4301.442348847379,4192.867800000451,18.81361111111111,2.966666666666667,17.7,32
107,48116,2058.358915399357,5122.501120000179,8.840833333333334,2.5,8.6,2
108,37995,8102.955644880511,5576.798040000105,20.113055555555558,4.7,28.87,78
109,14592,11009.87448922084,6582.796880000027,6.176388888888889,1.6666666666666667,11.76,51
110,34482,9760.271767325781,8173.114400000647,19.6475,5.283333333333333,33.96,80
111,47812,977.7937881948847,3535.634520000338,15.326666666666666,0.0,0.08,9
112,32640,2341.163356126244,7601.1522400003905,7.1825,2.7,16.4,49
113,61106,5285.320317597013,8471.674639999865,18.435,0.55,15.88,72
114,47465,6339.52554928947,4169.913616000347,21.801944444444445,12.233333333333333,38.82,26
115,30478,8268.474677322514,903.9184000005827,15.592500000000001,2.566666666666667,14.56,79
116,50541,4028.1673475436355,3665.8789200005485,16.30527777777778,2.466666666666667,14.75,31
117,41000,6638.354108923257,4347.825239999964,18.625,2.7333333333333334,12.51,21
118,30477,10907.68957725266,4685.90407999986,12.7825,0.9666666666666667,6.43,82
119,36781,2557.8481479325096,6285.68380000032,18.275555555555556,17.2,27.6,33
120,60301,6395.280100252887,5653.7201600004755,16.219166666666666,0.0,0.04,54
121,35268,8268.474677322514,903.9184000005827,15.102222222222222,0.4666666666666667,3.2,79
122,1668,8843.246481298522,2976.9194400006477,10.048055555555555,1.0,6.55,16
123,67861,7165.991839444804,9202.935720000536,12.777777777777779,0.6666666666666666,23.69,71
124,43956,8843.246481298522,2976.9194400006477,18.978888888888886,1.0833333333333333,7.06,16
125,38777,3821.01199516048,3886.292520000114,15.74472222222222,0.6,2.07,28
126,388,2829.9502951534037,7120.583800000351,9.314166666666667,1.7,11.84,81
127,34736,6150.886630739291,8319.054919999986,21.447222222222223,1.7833333333333334,12.2,7
128,34735,6599.649924189245,3419.1938000000796,17.246666666666666,1.15,7.9,23
129,72812,5049.943163845339,2916.3613600000926,20.111111111111114,5.3,12.34,43
130,42905,235.52376051205067,3523.611960000635,17.435,1.85,9.35,68
131,42906,7626.703583863757,5534.719080000354,19.552777777777777,1.7666666666666666,8.15,20
132,69240,11009.87448922084,6582.796880000027,21.85666666666667,2.816666666666667,9.8,51
133,60302,6638.354108923257,4347.825239999964,16.29638888888889,0.21666666666666667,16.55,21
134,49956,5333.0408180929135,4689.243680000129,17.560000000000002,3.033333333333333,19.93,30
135,6966,6599.649924189245,3419.1938000000796,19.36722222222222,2.8,18.2,23
136,15927,3538.2808578137815,6052.4684000006455,18.299722222222226,2.1666666666666665,10.01,34
137,21843,11491.770910511277,5428.631120000059,8.162777777777778,3.2666666666666666,19.4,75
138,27625,3112.6814325001023,7869.099480000174,10.121111111111112,0.6166666666666667,4.25,47
139,56363,8843.246481298522,2976.9194400006477,21.770555555555553,0.4,6.83,16
140,5023,8427.044549323651,7761.2860600002805,0.3277777777777778,7.066666666666666,33.1,70
141,71996,4301.442348847379,4192.867800000451,14.687777777777779,0.21666666666666667,6.37,32
142,38906,2058.358915399357,5122.501120000179,17.35527777777778,2.966666666666667,20.76,2
143,56419,2340.650232464991,2968.1251599999127,17.02,0.4666666666666667,12.48,83
144,30082,7141.215296944614,3313.9963999999095,17.366111111111113,5.65,38.7,25
145,31586,9011.829595031966,5605.85256000031,21.189722222222223,3.7666666666666666,26.4,15
146,48862,8345.663136649971,7102.10468000034,15.427222222222222,0.2,4.18,57
